year,EventId,EventScheduleId,EventType,EventName,FacilityId,FacilityName,AllDay,StartTimeISO8601,EndTimeISO8601,ItemColor,FontColor,top_events,duration,interval,duration_hour,month,location
2020,4,1,P,Yoga/Pilates/Mindfulness with Mara Raskin,6,Virtual Classes,FALSE,2020-05-08 14:00:00 UTC,2020-05-08 15:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,4,2,P,Yoga/Pilates/Mindfulness with Mara Raskin,6,Virtual Classes,FALSE,2020-05-15 14:00:00 UTC,2020-05-15 15:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,9,1,P,Census Bureau Forum,1,The Warehouse,FALSE,2020-03-30 16:00:00 UTC,2020-03-30 18:00:00 UTC,#ff8c00,#000,Other,7200,7200,2,3,The Warehouse
2020,11,1,P,MOVE and Inspire,6,Virtual Classes,FALSE,2020-05-04 14:00:00 UTC,2020-05-04 15:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,11,2,P,MOVE and Inspire,6,Virtual Classes,FALSE,2020-05-11 14:00:00 UTC,2020-05-11 15:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,12,1,P,Safe & Respectful with Gabby Coleman,6,Virtual Classes,FALSE,2020-05-11 14:00:00 UTC,2020-05-11 15:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,13,1,P,Our Water/The Nature Conservancy with Rachel Minko,6,Virtual Classes,FALSE,2020-05-05 15:00:00 UTC,2020-05-05 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,13,2,P,Our Water/The Nature Conservancy with Rachel Minko,6,Virtual Classes,FALSE,2020-05-12 15:00:00 UTC,2020-05-12 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,14,1,P,SARC with Rebekah Balmer,6,Virtual Classes,FALSE,2020-05-05 08:00:00 UTC,2020-05-05 08:00:00 UTC,#9900ff,#fff,Other,0,0,,5,Virtual Classes
2020,14,2,P,SARC with Rebekah Balmer,6,Virtual Classes,FALSE,2020-05-12 08:00:00 UTC,2020-05-12 08:00:00 UTC,#9900ff,#fff,Other,0,0,,5,Virtual Classes
2020,15,1,P,Strive Talk,6,Virtual Classes,FALSE,2020-05-05 14:00:00 UTC,2020-05-05 08:00:00 UTC,#ff8c00,#000,Other,-21600,-21600,,5,Virtual Classes
2020,16,1,P,Trap-ish & Paint,-1,,FALSE,2020-05-06 18:00:00 UTC,2020-05-06 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Other
2020,16,2,P,Trap-ish & Paint,-1,,FALSE,2020-05-13 18:00:00 UTC,2020-05-13 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Other
2020,17,1,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-05-04 08:00:00 UTC,2020-05-04 08:00:00 UTC,#ff0000,#fff,Other,0,0,,5,Virtual Classes
2020,17,2,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-05-11 08:00:00 UTC,2020-05-11 08:00:00 UTC,#ff0000,#fff,Other,0,0,,5,Virtual Classes
2020,18,1,P,HIIT (High Intensity Intervals training),6,Virtual Classes,FALSE,2020-05-08 17:00:00 UTC,2020-05-08 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,18,2,P,HIIT (High Intensity Intervals training),6,Virtual Classes,FALSE,2020-05-15 17:00:00 UTC,2020-05-15 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,20,1,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-05-06 19:00:00 UTC,2020-05-06 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,20,2,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-05-13 19:00:00 UTC,2020-05-13 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,21,1,P,Failures & Goals w/ Blake the Brain,6,Virtual Classes,FALSE,2020-05-07 17:00:00 UTC,2020-05-07 18:00:00 UTC,#0d800d,#fff,Other,3600,3600,1,5,Virtual Classes
2020,21,2,P,Failures & Goals w/ Blake the Brain,6,Virtual Classes,FALSE,2020-05-14 17:00:00 UTC,2020-05-14 18:00:00 UTC,#0d800d,#fff,Other,3600,3600,1,5,Virtual Classes
2020,22,1,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-05-06 17:00:00 UTC,2020-05-06 18:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,22,2,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-05-13 17:00:00 UTC,2020-05-13 18:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,23,1,P,Multiplying Goods ~ What You Say is What You Get: ,6,Virtual Classes,FALSE,2020-05-07 16:00:00 UTC,2020-05-07 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,23,2,P,Multiplying Goods ~ What You Say is What You Get: ,6,Virtual Classes,FALSE,2020-05-14 16:00:00 UTC,2020-05-14 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,24,1,P,Career Profiling,6,Virtual Classes,FALSE,2020-05-07 18:00:00 UTC,2020-05-07 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,24,2,P,Career Profiling,6,Virtual Classes,FALSE,2020-05-14 18:00:00 UTC,2020-05-14 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,25,1,P,Gun Violence Prevention with (DECAGV),6,Virtual Classes,FALSE,2020-05-08 14:00:00 UTC,2020-05-08 15:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,25,2,P,Gun Violence Prevention with (DECAGV),6,Virtual Classes,FALSE,2020-05-15 14:00:00 UTC,2020-05-15 15:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,26,1,P,STDs: Do you know your status?,6,Virtual Classes,FALSE,2020-05-15 20:00:00 UTC,2020-05-15 21:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,27,1,P,Young Money: Let's Get Financially Fit,5,Art Room,FALSE,2020-05-12 19:00:00 UTC,2020-05-12 20:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Other
2020,28,1,P,Safe & Respect,6,Virtual Classes,FALSE,2020-05-12 14:00:00 UTC,2020-05-12 15:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,29,1,P,For the Love of Money: Christina Care,6,Virtual Classes,FALSE,2020-05-15 16:00:00 UTC,2020-05-15 17:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,30,1,P,M.O.V.E & Inspire,6,Virtual Classes,FALSE,2020-05-18 16:00:00 UTC,2020-05-18 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,30,2,P,M.O.V.E & Inspire,6,Virtual Classes,FALSE,2020-05-25 16:00:00 UTC,2020-05-25 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,30,3,P,M.O.V.E & Inspire,6,Virtual Classes,FALSE,2020-06-01 16:00:00 UTC,2020-06-01 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,30,4,P,M.O.V.E & Inspire,6,Virtual Classes,FALSE,2020-06-08 16:00:00 UTC,2020-06-08 17:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,31,1,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-05-18 17:00:00 UTC,2020-05-18 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,31,2,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-05-25 17:00:00 UTC,2020-05-25 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,31,3,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-06-01 17:00:00 UTC,2020-06-01 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,31,4,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-06-08 17:00:00 UTC,2020-06-08 18:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,32,1,P,Safe & Respect,6,Virtual Classes,FALSE,2020-05-20 15:00:00 UTC,2020-05-20 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,32,2,P,Safe & Respect,6,Virtual Classes,FALSE,2020-05-27 15:00:00 UTC,2020-05-27 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,32,3,P,Safe & Respect,6,Virtual Classes,FALSE,2020-06-03 15:00:00 UTC,2020-06-03 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,32,4,P,Safe & Respect,6,Virtual Classes,FALSE,2020-06-10 15:00:00 UTC,2020-06-10 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,33,1,P,How To Use Your Voice For Positive Social Change,6,Virtual Classes,FALSE,2020-05-20 17:00:00 UTC,2020-05-20 18:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,33,2,P,How To Use Your Voice For Positive Social Change,6,Virtual Classes,FALSE,2020-05-27 17:00:00 UTC,2020-05-27 18:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,33,3,P,How To Use Your Voice For Positive Social Change,6,Virtual Classes,FALSE,2020-06-03 17:00:00 UTC,2020-06-03 18:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,33,4,P,How To Use Your Voice For Positive Social Change,6,Virtual Classes,FALSE,2020-06-10 17:00:00 UTC,2020-06-10 18:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,35,1,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-05-20 18:00:00 UTC,2020-05-20 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,35,2,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-05-27 18:00:00 UTC,2020-05-27 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,35,3,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-06-03 18:00:00 UTC,2020-06-03 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,6,Virtual Classes
2020,35,4,P,Monty's Neighborhood Snacks,6,Virtual Classes,FALSE,2020-06-10 18:00:00 UTC,2020-06-10 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,6,Virtual Classes
2020,36,1,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-05-20 19:00:00 UTC,2020-05-20 20:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,36,2,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-05-27 19:00:00 UTC,2020-05-27 20:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,36,3,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-06-03 19:00:00 UTC,2020-06-03 20:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,36,4,P,It's Lit! PowHer Series - Talk Wordy to Me/True to,6,Virtual Classes,FALSE,2020-06-10 19:00:00 UTC,2020-06-10 20:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,37,1,P,Yoga/Pilates/Mindfullness,6,Virtual Classes,FALSE,2020-05-21 08:00:00 UTC,2020-05-21 08:00:00 UTC,#0000ff,#fff,Other,0,0,,5,Virtual Classes
2020,37,2,P,Yoga/Pilates/Mindfullness,6,Virtual Classes,FALSE,2020-05-28 08:00:00 UTC,2020-05-28 08:00:00 UTC,#0000ff,#fff,Other,0,0,,5,Virtual Classes
2020,37,3,P,Yoga/Pilates/Mindfullness,6,Virtual Classes,FALSE,2020-06-04 08:00:00 UTC,2020-06-04 08:00:00 UTC,#0000ff,#fff,Other,0,0,,6,Virtual Classes
2020,37,4,P,Yoga/Pilates/Mindfullness,6,Virtual Classes,FALSE,2020-06-11 08:00:00 UTC,2020-06-11 08:00:00 UTC,#0000ff,#fff,Other,0,0,,6,Virtual Classes
2020,38,1,P,Intro To Stress,6,Virtual Classes,FALSE,2020-05-21 17:00:00 UTC,2020-05-21 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,39,1,P,The Get Back w/ Mike Oliver,6,Virtual Classes,FALSE,2020-05-21 18:00:00 UTC,2020-05-21 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,39,2,P,The Get Back w/ Mike Oliver,6,Virtual Classes,FALSE,2020-05-28 18:00:00 UTC,2020-05-28 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,39,3,P,The Get Back w/ Mike Oliver,6,Virtual Classes,FALSE,2020-06-04 18:00:00 UTC,2020-06-04 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,39,4,P,The Get Back w/ Mike Oliver,6,Virtual Classes,FALSE,2020-06-11 18:00:00 UTC,2020-06-11 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,40,1,P,Trap-ish & Paint,6,Virtual Classes,FALSE,2020-05-21 19:00:00 UTC,2020-05-21 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,40,2,P,Trap-ish & Paint,6,Virtual Classes,FALSE,2020-05-28 19:00:00 UTC,2020-05-28 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,5,Virtual Classes
2020,40,3,P,Trap-ish & Paint,6,Virtual Classes,FALSE,2020-06-04 19:00:00 UTC,2020-06-04 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,6,Virtual Classes
2020,40,4,P,Trap-ish & Paint,6,Virtual Classes,FALSE,2020-06-11 19:00:00 UTC,2020-06-11 20:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,6,Virtual Classes
2020,41,1,P,Failures & Goals w/ Blake the Brain,6,Virtual Classes,FALSE,2020-05-26 19:00:00 UTC,2020-05-26 20:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,5,Virtual Classes
2020,41,2,P,Failures & Goals w/ Blake the Brain,6,Virtual Classes,FALSE,2020-06-02 19:00:00 UTC,2020-06-02 20:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,41,3,P,Failures & Goals w/ Blake the Brain,6,Virtual Classes,FALSE,2020-06-09 19:00:00 UTC,2020-06-09 20:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,42,1,P,Intro To Feelings (Identification),6,Virtual Classes,FALSE,2020-06-09 17:00:00 UTC,2020-06-09 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,5,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-05-04 17:00:00 UTC,2020-05-04 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,43,1,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-05-26 15:00:00 UTC,2020-05-26 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,43,2,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-02 15:00:00 UTC,2020-06-02 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,4,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-03 16:00:00 UTC,2020-06-03 17:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,8,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-04 17:00:00 UTC,2020-06-04 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,3,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-09 15:00:00 UTC,2020-06-09 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,6,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-10 16:00:00 UTC,2020-06-10 17:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,43,7,P,Coaching Boys Into Men / Athletes As Leaders;,6,Virtual Classes,FALSE,2020-06-11 17:00:00 UTC,2020-06-11 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,44,1,P,Mythbusters - Sex Education,6,Virtual Classes,FALSE,2020-05-28 16:00:00 UTC,2020-05-28 17:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,45,1,P,intro to Self Esteem,6,Virtual Classes,FALSE,2020-05-28 17:00:00 UTC,2020-05-28 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,5,Virtual Classes
2020,46,1,P,Intro To Challenging negative Thoughts,6,Virtual Classes,FALSE,2020-06-02 17:00:00 UTC,2020-06-02 18:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,47,1,P,Strive Talk,6,Virtual Classes,FALSE,2020-06-01 14:00:00 UTC,2020-06-01 15:00:00 UTC,#999999,#fff,Other,3600,3600,1,6,Virtual Classes
2020,47,2,P,Strive Talk,6,Virtual Classes,FALSE,2020-06-08 14:00:00 UTC,2020-06-08 15:00:00 UTC,#999999,#fff,Other,3600,3600,1,6,Virtual Classes
2020,48,1,P,Career Profiling,6,Virtual Classes,FALSE,2020-06-01 18:00:00 UTC,2020-06-01 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,48,2,P,Career Profiling,6,Virtual Classes,FALSE,2020-06-08 18:00:00 UTC,2020-06-08 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,49,1,P,Fitness & Nutrition - Public Allies,6,Virtual Classes,FALSE,2020-06-01 19:00:00 UTC,2020-06-01 20:00:00 UTC,#3b9712,#fff,Other,3600,3600,1,6,Virtual Classes
2020,49,2,P,Fitness & Nutrition - Public Allies,6,Virtual Classes,FALSE,2020-06-08 19:00:00 UTC,2020-06-08 20:00:00 UTC,#3b9712,#fff,Other,3600,3600,1,6,Virtual Classes
2020,50,1,P,Our Water/The Nature Conservancy with Rachel Minko,6,Virtual Classes,FALSE,2020-06-02 16:00:00 UTC,2020-06-02 17:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,50,2,P,Our Water/The Nature Conservancy with Rachel Minko,6,Virtual Classes,FALSE,2020-06-10 15:00:00 UTC,2020-06-10 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,51,1,P,Anthuan Maybank Champion BODY ( Building Outgoing ,6,Virtual Classes,FALSE,2020-06-02 18:00:00 UTC,2020-06-02 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,51,2,P,Anthuan Maybank Champion BODY ( Building Outgoing ,6,Virtual Classes,FALSE,2020-06-09 18:00:00 UTC,2020-06-09 19:00:00 UTC,#ff0000,#fff,Other,3600,3600,1,6,Virtual Classes
2020,52,1,P,FAQ on Periods,6,Virtual Classes,FALSE,2020-06-04 16:00:00 UTC,2020-06-04 17:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,53,1,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-06-15 15:00:00 UTC,2020-06-15 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,53,2,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-06-22 15:00:00 UTC,2020-06-22 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,53,3,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-06-29 15:00:00 UTC,2020-06-29 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,53,4,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-07-06 15:00:00 UTC,2020-07-06 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,53,5,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-07-13 15:00:00 UTC,2020-07-13 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,53,6,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-07-20 15:00:00 UTC,2020-07-20 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,53,7,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-07-27 15:00:00 UTC,2020-07-27 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,53,8,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-08-03 15:00:00 UTC,2020-08-03 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,53,9,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-08-10 15:00:00 UTC,2020-08-10 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,53,10,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-08-17 15:00:00 UTC,2020-08-17 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,53,11,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-08-24 15:00:00 UTC,2020-08-24 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,53,12,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-08-31 15:00:00 UTC,2020-08-31 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,53,13,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-09-07 15:00:00 UTC,2020-09-07 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,9,Virtual Classes
2020,53,14,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-09-14 15:00:00 UTC,2020-09-14 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,9,Virtual Classes
2020,53,15,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-09-21 15:00:00 UTC,2020-09-21 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,9,Virtual Classes
2020,53,16,P,STRIVE Talk,6,Virtual Classes,FALSE,2020-09-28 15:00:00 UTC,2020-09-28 16:00:00 UTC,#9900ff,#fff,Other,3600,3600,1,9,Virtual Classes
2020,54,4,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-10 18:00:00 UTC,2020-09-10 19:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,5,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-14 16:00:00 UTC,2020-09-14 17:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,1,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-16 17:00:00 UTC,2020-09-16 18:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,6,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-21 16:00:00 UTC,2020-09-21 17:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,2,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-23 17:00:00 UTC,2020-09-23 18:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,7,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-28 16:00:00 UTC,2020-09-28 17:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,54,3,P,MOVE & Inspire,6,Virtual Classes,FALSE,2020-09-30 17:00:00 UTC,2020-09-30 18:00:00 UTC,#ff8c00,#000,Other,3600,3600,1,9,Virtual Classes
2020,55,1,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-06-16 15:00:00 UTC,2020-06-16 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,55,2,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-06-23 15:00:00 UTC,2020-06-23 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,55,3,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-06-30 15:00:00 UTC,2020-06-30 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,6,Virtual Classes
2020,55,4,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-07-07 15:00:00 UTC,2020-07-07 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,55,5,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-07-14 15:00:00 UTC,2020-07-14 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,55,6,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-07-21 15:00:00 UTC,2020-07-21 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,55,7,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-07-28 15:00:00 UTC,2020-07-28 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,7,Virtual Classes
2020,55,8,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-08-04 15:00:00 UTC,2020-08-04 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,55,9,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-08-11 15:00:00 UTC,2020-08-11 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,55,10,P,Coaching Boys Into Men,6,Virtual Classes,FALSE,2020-08-18 15:00:00 UTC,2020-08-18 16:00:00 UTC,#0000ff,#fff,Other,3600,3600,1,8,Virtual Classes
2020,56,1,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-06-15 17:00:00 UTC,2020-06-15 18:00:00 UTC,#0f61aa,#fff,Other,3600,3600,1,6,Virtual Classes
2020,56,2,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-06-22 17:00:00 UTC,2020-06-22 18:00:00 UTC,#0f61aa,#fff,Other,3600,3600,1,6,Virtual Classes
2020,56,3,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-06-29 17:00:00 UTC,2020-06-29 18:00:00 UTC,#0f61aa,#fff,Other,3600,3600,1,6,Virtual Classes
2020,56,4,P,Hot Take Presents Sports Center @ The Warehouse,6,Virtual Classes,FALSE,2020-07-06 17:00:00 UTC,2020-07-06 18:00:00 UTC,#0f61aa,#fff,Other,3600,3600,1,7,Virtual Classes
