year,source_file,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,Quarter,occupied_units
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002400,7,Public Housing,2,NA,DE Delaware New Castle County 002400,10003002400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002500,7,Public Housing,2,NA,DE Delaware New Castle County 002500,10003002500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002600,7,Public Housing,2,NA,DE Delaware New Castle County 002600,10003002600,17,69,12,100,6,8,3,36,472,720,21497,7166,,9,18,18,55,67,,25,28,92,50,,67,100,67,,33,14,,67,8,25,,100,92,,,,,8,,8,0,7,147,92,194,8,25,67,17,22,81,9,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,12
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002800,7,Public Housing,2,NA,DE Delaware New Castle County 002800,10003002800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002900,7,Public Housing,2,NA,DE Delaware New Castle County 002900,10003002900,337,97,327,100,6,9,1.2,408,278,720,11921,9554,9,44,26,9,12,19,7,68,18,97,88,0,9,57,8,63,77,57,4,24,38,34,2,96,91,1,,4,0,4,0,5,0,19,116,2,212,88,8,5,2,47,96,3,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,327
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003003002,7,Public Housing,2,NA,DE Delaware New Castle County 003002,10003003002,300,93,278,100,5,13,3,828,263,720,11198,3760,25,22,19,16,19,46,8,34,14,97,90,5,73,86,71,12,80,9,10,73,12,5,,95,90,,,5,0,4,1,5,0,21,106,97,162,11,43,46,10,47,83,5,NA,37980,77580,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,279
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003010502,7,Public Housing,2,NA,DE Delaware New Castle County 010502,10003010502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014300,7,Public Housing,2,NA,DE Delaware New Castle County 014300,10003014300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014403,7,Public Housing,2,NA,DE Delaware New Castle County 014403,10003014403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014501,7,Public Housing,2,NA,DE Delaware New Castle County 014501,10003014501,42,95,40,100,3,5,3.4,134,307,595,13837,4130,18,15,21,15,32,53,3,30,17,93,83,,80,95,78,11,50,5,,88,8,5,,95,88,3,,5,3,3,,5,0,4,46,100,104,15,25,60,3,64,15,15,NA,37980,50670,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,40
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014502,7,Public Housing,2,NA,DE Delaware New Castle County 014502,10003014502,45,100,45,100,6,18,1.4,62,400,595,17235,12509,,13,31,31,24,13,,87,26,100,69,2,11,71,13,25,65,42,,13,4,82,7,58,51,,,42,2,4,,7,0,26,116,100,79,80,16,4,,65,15,26,NA,37980,50670,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,45
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003016601,7,Public Housing,2,NA,DE Delaware New Castle County 016601,10003016601,23,98,23,100,5,9,1.1,25,380,933,18444,16968,,26,13,35,26,4,,96,29,83,70,,,78,,6,29,12,70,,,30,,30,30,,,70,,,,0,0,,89,100,143,100,,,,1,27,69,NA,37980,47030,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,23
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003999999,7,Public Housing,2,NA,DE Delaware New Castle County 999999,10003999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,24540,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050104,7,Public Housing,2,NA,DE Delaware Sussex County 050104,10005050104,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,41540,47420,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050301,7,Public Housing,2,NA,DE Delaware Sussex County 050301,10005050301,50,96,48,100,5,10,2.4,117,401,933,21849,8964,2,15,17,17,50,60,2,38,36,77,44,2,67,90,69,39,86,22,4,67,17,13,,75,73,,2,23,,,,0,0,,71,100,139,,81,19,10,25,29,76,NA,41540,08680,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,48
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005051003,7,Public Housing,2,NA,DE Delaware Sussex County 051003,10005051003,51,98,50,100,7,12,3.4,170,441,933,18790,5526,4,12,20,28,36,56,4,40,28,92,62,6,74,92,76,43,83,18,,74,14,12,,54,54,,,42,,,,0,0,,70,100,233,,28,72,16,3,18,54,NA,41540,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,50
2019,TRACT_AK_MN_2019.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005999999,7,Public Housing,2,NA,DE Delaware Sussex County 999999,10005999999,54,98,53,100,4,13,3.2,167,380,933,17492,5551,12,10,27,21,31,55,4,40,27,85,64,8,70,83,70,20,75,10,4,75,13,8,,62,60,,,38,,2,,2,0,,60,98,178,,47,53,8,4,8,70,NA,41540,XXXXX,NA,NA,DE,NA,NA,2019-12-31 00:00:00 UTC,53
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040501,7,Public Housing,2,NA,DE Delaware Kent County 040501,10001040501,30,96,29,100,8,7,3,86,462,508,21853,7369,8,4,20,12,56,38,3,45,37,72,48,,72,93,72,19,50,10,3,79,10,7,,93,83,3,,7,7,,,7,0,60,86,100,130,,34,66,17,14,56,63,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,29
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041000,7,Public Housing,2,NA,DE Delaware Kent County 041000,10001041000,84,96,80,100,8,5,3.3,260,310,508,13356,4109,13,29,19,12,26,35,8,43,22,89,76,4,71,89,70,17,100,9,1,79,14,6,,89,84,,,11,4,1,,5,1,39,79,11,141,8,36,56,19,16,55,45,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,81
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041300,7,Public Housing,2,NA,DE Delaware Kent County 041300,10001041300,57,93,53,100,9,15,2.9,152,276,508,11873,4140,14,23,23,14,26,25,6,51,20,96,74,2,70,96,68,27,100,13,6,68,17,9,2,96,89,,,4,8,,,8,0,57,95,,,,34,66,19,28,56,49,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,53
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041400,7,Public Housing,2,NA,DE Delaware Kent County 041400,10001041400,110,95,105,100,9,6,2.5,259,333,508,14416,5844,11,31,22,14,22,30,6,62,26,92,70,1,42,79,42,30,92,19,3,48,26,24,1,91,86,,,9,2,4,,6,1,20,119,53,67,45,11,44,13,26,64,42,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,104
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041500,7,Public Housing,2,NA,DE Delaware Kent County 041500,10001041500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041600,7,Public Housing,2,NA,DE Delaware Kent County 041600,10001041600,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,38710,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041701,7,Public Housing,2,NA,DE Delaware Kent County 041701,10001041701,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,81350,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042201,7,Public Housing,2,NA,DE Delaware Kent County 042201,10001042201,54,100,54,100,7,11,3.4,186,418,1397,21230,6164,6,20,20,15,39,33,2,63,33,81,56,9,54,87,59,47,82,18,2,52,26,20,,83,74,,,15,6,2,2,9,0,,75,100,164,11,15,74,24,10,37,68,NA,20100,61265,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,54
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001042500,7,Public Housing,2,NA,DE Delaware Kent County 042500,10001042500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,47420,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043000,7,Public Housing,2,NA,DE Delaware Kent County 043000,10001043000,73,86,63,100,5,13,3.2,203,327,1397,15445,4793,2,30,25,13,30,40,2,48,25,89,71,6,68,90,68,45,80,15,2,75,16,8,,89,84,,,11,,5,,5,0,,53,100,169,3,37,60,13,19,27,69,NA,20100,33120,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,63
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001043300,7,Public Housing,2,NA,DE Delaware Kent County 043300,10001043300,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,20100,21200,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000200,7,Public Housing,2,NA,DE Delaware New Castle County 000200,10003000200,28,93,26,99,7,8,3.7,96,313,890,13113,3552,19,10,14,24,33,35,4,42,15,100,92,12,77,92,81,10,80,11,8,69,4,19,4,92,73,,,8,4,15,,19,0,,128,38,197,,8,92,8,19,84,24,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,26
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000300,7,Public Housing,2,NA,DE Delaware New Castle County 000300,10003000300,37,86,31,98,6,6,3.5,108,576,890,28463,8170,11,11,11,,68,58,3,29,33,81,45,10,65,94,71,15,60,11,3,65,16,16,,97,77,,,3,,16,3,19,3,,186,87,193,,10,90,23,21,85,11,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,32
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000400,7,Public Housing,2,NA,DE Delaware New Castle County 000400,10003000400,115,97,112,100,5,10,1.3,149,325,890,14000,10523,4,35,31,18,13,13,2,85,20,98,87,1,4,64,4,62,57,48,1,4,29,67,4,94,90,,1,6,,3,,3,0,15,180,12,213,84,4,13,10,20,58,11,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,112
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000500,7,Public Housing,2,NA,DE Delaware New Castle County 000500,10003000500,62,93,57,99,5,9,2.6,147,433,890,18242,7073,8,27,10,8,47,35,4,51,22,91,72,11,47,82,51,36,70,21,4,58,21,18,2,96,89,,2,4,,5,,5,0,11,108,32,220,23,,77,26,26,94,5,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,58
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000601,7,Public Housing,2,NA,DE Delaware New Castle County 000601,10003000601,83,96,79,100,5,3,3,237,557,890,29476,9825,8,9,15,5,63,61,,39,34,81,47,11,58,96,68,7,9,4,3,70,14,14,1,100,100,,,,,,,0,0,4,127,96,143,,20,80,23,26,95,7,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,80
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000602,7,Public Housing,2,NA,DE Delaware New Castle County 000602,10003000602,159,98,155,99,6,10,1.3,208,292,890,12457,9283,7,38,28,10,17,21,4,65,18,96,88,1,11,65,10,52,81,47,7,30,34,30,1,92,86,1,,8,1,5,,5,0,12,103,6,208,83,11,6,2,40,94,15,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,156
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003000900,7,Public Housing,2,NA,DE Delaware New Castle County 000900,10003000900,30,68,20,99,7,10,3.1,61,344,890,15243,4998,17,22,11,11,39,40,5,45,19,95,80,5,70,85,65,13,60,13,5,60,10,25,,95,80,5,,5,,10,,10,0,8,173,95,198,,30,70,30,23,97,4,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,20
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001200,7,Public Housing,2,NA,DE Delaware New Castle County 001200,10003001200,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001400,7,Public Housing,2,NA,DE Delaware New Castle County 001400,10003001400,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001500,7,Public Housing,2,NA,DE Delaware New Castle County 001500,10003001500,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001600,7,Public Housing,2,NA,DE Delaware New Castle County 001600,10003001600,21,68,14,99,8,21,2.9,41,259,890,10581,3613,25,33,25,,17,36,14,36,13,100,93,,71,86,64,15,100,10,14,64,14,7,,100,93,,,,,7,,7,0,31,111,100,182,14,50,36,14,34,84,2,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,14
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003001902,7,Public Housing,2,NA,DE Delaware New Castle County 001902,10003001902,181,98,177,100,6,11,2.7,471,313,890,13710,5152,15,25,16,15,29,42,2,45,17,97,86,3,70,90,70,17,80,12,6,71,12,11,,97,93,,,3,1,3,1,4,0,27,103,95,113,19,46,35,6,33,81,7,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,177
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002100,7,Public Housing,2,NA,DE Delaware New Castle County 002100,10003002100,17,70,12,99,9,8,3.5,42,408,890,21146,6042,30,10,10,,50,67,,17,24,92,67,8,83,100,92,8,,2,8,83,8,,,100,100,,,,,,,0,0,12,103,83,204,,17,83,17,50,95,9,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,12
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002200,7,Public Housing,2,NA,DE Delaware New Castle County 002200,10003002200,18,68,12,99,6,8,3.2,38,365,890,16397,5178,,20,20,10,50,33,8,42,20,92,75,,58,100,58,30,100,18,8,58,17,17,,100,92,,,,,8,,8,0,,178,92,201,,33,67,25,43,95,8,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,12
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002300,7,Public Housing,2,NA,DE Delaware New Castle County 002300,10003002300,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002400,7,Public Housing,2,NA,DE Delaware New Castle County 002400,10003002400,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002500,7,Public Housing,2,NA,DE Delaware New Castle County 002500,10003002500,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002600,7,Public Housing,2,NA,DE Delaware New Castle County 002600,10003002600,18,69,12,99,7,,2.9,35,422,890,18387,6304,,10,30,10,50,42,,42,23,83,83,,67,100,67,11,67,11,,58,17,25,,100,92,,,,,8,,8,0,,159,92,194,8,25,67,17,22,81,9,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,12
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002800,7,Public Housing,2,NA,DE Delaware New Castle County 002800,10003002800,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003002900,7,Public Housing,2,NA,DE Delaware New Castle County 002900,10003002900,337,96,323,100,5,12,1.2,398,273,890,11729,9518,8,46,23,10,12,14,5,72,17,97,89,0,8,56,7,64,78,60,3,25,37,36,1,97,91,1,,3,1,4,0,5,0,15,112,1,214,89,7,5,2,47,96,3,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,324
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003003002,7,Public Housing,2,NA,DE Delaware New Castle County 003002,10003003002,300,86,257,99,5,9,3.1,791,257,890,10953,3559,25,24,18,10,23,36,6,40,13,98,88,7,71,86,70,11,78,9,9,74,11,7,,95,87,,1,5,1,5,,7,0,20,112,97,165,10,40,50,11,47,83,5,NA,37980,77580,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,258
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003010502,7,Public Housing,2,NA,DE Delaware New Castle County 010502,10003010502,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014300,7,Public Housing,2,NA,DE Delaware New Castle County 014300,10003014300,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014403,7,Public Housing,2,NA,DE Delaware New Castle County 014403,10003014403,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014501,7,Public Housing,2,NA,DE Delaware New Castle County 014501,10003014501,42,98,41,100,3,7,3.3,137,271,743,10818,3237,18,18,18,14,32,37,2,29,13,100,85,,83,95,80,13,50,7,,88,7,5,,95,90,,,5,2,2,,5,0,72,54,100,104,12,29,59,2,64,15,15,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,41
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003014502,7,Public Housing,2,NA,DE Delaware New Castle County 014502,10003014502,45,100,45,100,6,16,1.3,60,421,743,17940,13455,,16,31,22,31,11,,89,25,98,73,2,11,71,13,25,62,42,,13,4,82,4,53,42,2,,47,2,7,,9,0,30,103,100,77,80,16,4,4,65,15,26,NA,37980,50670,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,45
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 003 New Castle County 10003999999,7,Public Housing,2,NA,DE Delaware New Castle County 999999,10003999999,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,37980,24540,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050104,7,Public Housing,2,NA,DE Delaware Sussex County 050104,10005050104,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,41540,47420,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005050301,7,Public Housing,2,NA,DE Delaware Sussex County 050301,10005050301,50,94,48,100,6,4,2.6,123,337,1397,18193,7100,,26,14,16,44,44,,46,28,85,60,2,67,85,67,38,88,22,2,69,15,15,,77,75,,2,21,,,,0,0,,81,100,132,,81,19,8,25,29,76,NA,41540,08680,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,47
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005051003,7,Public Housing,2,NA,DE Delaware Sussex County 051003,10005051003,51,100,51,100,7,4,3.4,173,397,1397,17721,5224,6,13,29,17,35,39,4,51,25,90,69,6,75,92,76,41,86,17,2,73,12,14,,51,51,,,43,,,,0,0,,78,100,234,,27,73,18,3,18,54,NA,41540,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,51
2020,TRACT_AK_MN_2020.xlsx,Census Tract,DE Delaware,DE Delaware 005 Sussex County 10005999999,7,Public Housing,2,NA,DE Delaware Sussex County 999999,10005999999,54,100,54,100,7,7,3.1,169,447,1397,23192,7410,6,10,21,13,50,63,2,31,34,78,48,7,69,83,70,16,80,9,4,76,11,9,,63,61,,,37,,2,,2,0,,68,98,178,,46,54,7,4,8,70,NA,41540,99999,NA,NA,DE,NA,NA,2020-12-31 00:00:00 UTC,54
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001040501,7,Public Housing,2,NA,DE Delaware Kent County 040501,10001040501,30,94,28,100,9,,2.9,82,411,557,19434,6636,13,17,17,4,50,36,,50,32,75,54,,68,93,68,19,50,10,,82,11,7,,93,82,4,,7,7,,,7,0,,96,100,124,,36,64,21,19,56,62,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,28
2021,TRACT_AK_MN_2021.xlsx,Census Tract,DE Delaware,DE Delaware 001 Kent County 10001041000,7,Public Housing,2,NA,DE Delaware Kent County 041000,10001041000,84,94,79,100,9,6,3.1,243,381,557,16469,5354,17,20,17,7,39,41,4,46,28,84,61,3,66,89,65,21,100,11,3,76,14,8,,90,86,,,10,3,1,,4,1,49,84,11,134,10,35,54,22,21,55,39,NA,20100,21200,NA,NA,DE,NA,NA,2021-12-31 00:00:00 UTC,79
